jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
16869-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1000 l/s
OA : 1000 l/s
RA : 1000 l/s
",1000 l/s PoolPac Unit                             ,2019-07-12,24618.0,20.0,1000.0,0,778,16859.4553303,136.25,7758.544669700001,0.32
16856-01-01,PP,"2000 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s
",2000 l/s PoolPac Unit                             ,2019-08-19,42020.0,40.0,2000.0,0,740,34101.26,19.5,7918.739999999998,0.19
16875-01-01,RTP,"AC-13: 1 off ACL60RCRTP
60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2500 l/s, OA : 150-1165 l/s, RA : 1135 - 2350 l/s
Unit includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Economy Cycle (includes dampers and actuators)
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	Control functionality wired to a terminal strip for control by others
-	Half day Manufacturers Commissioning Assistance
-	Freight to site
",60 kW Rooftop Packaged Unit                       ,2019-07-08,49574.0,60.0,2500.0,1,782,31516.5843861,67.5,18057.4156139,0.36
16864-01-01,RTP,"AC-01 to AC-03
78 kW Rooftop Packaged Unit Cooling Only
Options included: Inverter VSD Compressor
                          Upgraded Condensers + EC plug fans
                          Electronic Expansion Valve
                          Sensible plate heat exchanger
                          EC plug fans with CPG controllers
                          Air flow control dampers
                          Modbus TCP/IP HLI
                          OA and RA motorised dampers
                          RA pressure and temp sensors
                          SA pressure, temp and RH sensors
                          Run and fault status
SA : 4000 l/s
OA : 4000 l/s
RA : 4000 l/s
",96 kW Rooftop Packaged Unit                       ,2019-07-24,91452.0,78.0,4000.0,0,766,50105.95629450001,239.8,41346.04370549999,0.45
16864-01-03,RTP,"AC-01 to AC-03
78 kW Rooftop Packaged Unit Cooling Only
Options included: Inverter VSD Compressor
                          Upgraded Condensers + EC plug fans
                          Electronic Expansion Valve
                          Sensible plate heat exchanger
                          EC plug fans with CPG controllers
                          Air flow control dampers
                          Modbus TCP/IP HLI
                          OA and RA motorised dampers
                          RA pressure and temp sensors
                          SA pressure, temp and RH sensors
                          Run and fault status
SA : 4000 l/s
OA : 4000 l/s
RA : 4000 l/s
",96 kW Rooftop Packaged Unit                       ,2019-07-24,91452.0,78.0,4000.0,0,766,48973.835134500005,215.55,42478.164865499995,0.46
16864-01-02,RTP,"AC-01 to AC-03
78 kW Rooftop Packaged Unit Cooling Only
Options included: Inverter VSD Compressor
                          Upgraded Condensers + EC plug fans
                          Electronic Expansion Valve
                          Sensible plate heat exchanger
                          EC plug fans with CPG controllers
                          Air flow control dampers
                          Modbus TCP/IP HLI
                          OA and RA motorised dampers
                          RA pressure and temp sensors
                          SA pressure, temp and RH sensors
                          Run and fault status
SA : 4000 l/s
OA : 4000 l/s
RA : 4000 l/s
",96 kW Rooftop Packaged Unit                       ,2019-07-23,91452.0,78.0,4000.0,0,767,48348.767234299994,213.4,43103.232765700006,0.47
16804-01-01,DEHUM,"PCU-N-D 15
1500 l/s Precise Temp and Humidity control unit:
- Double-skinned 50mm PIR Sandwich Panel Cabinet
- Variable speed compressor
- Corrosion treated evaporator coil
- Corrosion treated Reheat coil
- EC plug supply fan c/w proprietary air volume controller
- Factory Control System with LLI or MODBUS TCP interface including
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification control
          - Digital outputs to enable electric heater and analogue outputs to control it
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",PCU-N-D 15                                        ,2019-09-05,35000.0,30.0,1500.0,0,723,36115.6820465,204.5,-1115.6820464999983,-0.03
16965-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2019-08-15,43020.0,46.0,2300.0,0,744,31182.699731999997,91.75,11837.300268000003,0.28
17042-01-01,PP,"1600 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1600 l/s, OA : 1600 l/s, RA : 1600 l/s
Unit includes:
-	80% efficient sensible-only heat exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - corrosion treated for pool environment
-	Custom built to suit available plant space
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Powder coated drain tray
-	Unit mounted thermostat controller (includes RA temp sensor)
-	Manufacturers Commissioning Assistance
-	Freight to Brisbane",1700 l/s PoolPac Unit                             ,2019-07-23,39450.0,32.0,1600.0,0,767,18930.4620954,148.45,20519.5379046,0.52
16414-01-02,RTP,"RPU-36501A and RPU-36501B
96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options: CO2 Sensors
             Economy Cycle
             EC plug fans
             Weather proof contruction
             Modbus TCP/IP HLI
             Customised return air bypass for 19°C SA
SA : 4280 l/s
OA : 4280 l/s
RA : 4280 l/s
",96 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-26,66390.0,96.0,4280.0,1,764,48108.7158744,83.65,18281.284125600003,0.28
16414-01-01,RTP,"RPU-36501A and RPU-36501B
96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options: CO2 Sensors
             Economy Cycle
             EC plug fans
             Weather proof contruction
             Modbus TCP/IP HLI
             Customised return air bypass for 19°C SA
SA : 4280 l/s
OA : 4280 l/s
RA : 4280 l/s
",96 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-26,66390.0,96.0,4280.0,1,764,51362.3610848,123.05,15027.638915199997,0.23
16889-01-02,DEHUM,"PCDX 2-18 and 2-19: 4000 + 4500 l/s DX Preconditioner
Unit includes:
- 80% efficient sensible-only heat exchanger
- Double-skinned 50mm PIR sandwich panel cabinet
-  Inverter Compressors - infinite capacity control 20-220 kW
-  Stainless Steel drain trays
- Corrosion treated coils
- Packaged condenser (option to split condenser for additional cost - refer to footnotes)
- EC plug fans
- Proprietary ClimaSync Controls System complete with
        -  Proactive thermostat Supply Air temperature Control
        -  Head Pressure Control (Cooling) - incl Auto derating under high ambient conditions
        -  Suction Pressure Control (Heating)
        -  Supply Airflow Control on Constant Volume OR backpressure control
        -  Status/Trend/Fault/Alarm monitoring
        -  Low level interface to BMS or Modbus TCP high level interface
- G4 panel + F5 Deep bed filters
- Full day commissioning assistance including travel
",ACDHUM6-D                                         ,2019-08-09,117500.0,220.0,4500.0,1,750,50305.8365454,271.0,67194.1634546,0.57
16414-02-01,RTP,"RPU-36502
82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options: CO2 Sensor
             Economy Cycle
             EC plug fans
             Weather proof contruction
             Modbus TCP/IP HLI
SA : 3700 l/s
OA : 3700 l/s
RA : 3700 l/s
",82 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-26,51690.0,82.0,3700.0,1,764,36038.3828016,85.05,15651.617198400003,0.3
16889-01-01,DEHUM,"PCDX 2-18 and 2-19: 4000 + 4500 l/s DX Preconditioner
Unit includes:
- 80% efficient sensible-only heat exchanger
- Double-skinned 50mm PIR sandwich panel cabinet
-  Inverter Compressors - infinite capacity control 20-220 kW
-  Stainless Steel drain trays
- Corrosion treated coils
- Packaged condenser (option to split condenser for additional cost - refer to footnotes)
- EC plug fans
- Proprietary ClimaSync Controls System complete with
        -  Proactive thermostat Supply Air temperature Control
        -  Head Pressure Control (Cooling) - incl Auto derating under high ambient conditions
        -  Suction Pressure Control (Heating)
        -  Supply Airflow Control on Constant Volume OR backpressure control
        -  Status/Trend/Fault/Alarm monitoring
        -  Low level interface to BMS or Modbus TCP high level interface
- G4 panel + F5 Deep bed filters
- Full day commissioning assistance including travel
",ACDHUM6-D                                         ,2019-08-15,117500.0,220.0,4500.0,1,744,61281.182019800006,414.4,56218.817980199994,0.48
16414-03-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options: CO2 Sensor
             Economy Cycle
             EC plug fans
             Weather proof contruction
             Modbus TCP/IP
SA : 2800 l/s
OA : 2800 l/s
RA : 2800 l/s
",65 kW Rooftop Packaged Unit With Economy Cycle    ,2019-07-26,49650.0,65.0,2800.0,1,764,33086.8359928,88.55,16563.1640072,0.33
16638-01-01,DEHUM,"PAC-T2-R.1
100% Outside Air Dehumidification unit- DX Packaged
Features Included: 80% efficient Sensible Heat exchanger
                            EC Plug Fans
                            Fully Integrated control system
                            G4 Multi layer Bag Filter

SA: 5230 l/s
OA: 5230 l/s

",ACDHUM7-D                                         ,2019-07-30,82822.0,104.6,5230.0,0,760,66439.36176549998,373.0,16382.638234500017,0.2
16990-01-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 1850 l/s, OA : 900 l/s
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - custom built for plant space
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and  actuators (non-spring return type)
-	Functionality wired to a terminal strip for control by others
-	Half Day Manufacturers Commissioning Assistance
-	Freight to Brisbane",45 kW Rooftop Packaged Unit                       ,2019-07-31,46500.0,45.0,1850.0,0,759,23031.957311500002,160.75,23468.042688499998,0.5
16956-01-01,DEHUM,"PAC-G27-01
Low Dewpoint Precise Control Unit 1500 L/s (Nominal)
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Remote Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change PsyControl (and sensors)

SA:1200l/s


",Low Dewpoint Precise Control Unit 1500 L/s        ,2019-08-01,54861.0,30.0,1500.0,0,758,35172.261192900005,213.5,19688.738807099995,0.36
16936-01-02,RTP,"3 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: EC Plug fans
                          VSD compressor
SA : 90 l/s
OA : 90 l/s
",11 kW Rooftop Packaged Unit                       ,2019-08-12,24719.0,3.0,90.0,0,747,11512.5935243,99.5,13206.4064757,0.53
16936-01-01,RTP,"3 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options included: EC Plug fans
                          VSD compressor
SA : 90 l/s
OA : 90 l/s
",11 kW Rooftop Packaged Unit                       ,2019-08-12,24719.0,3.0,90.0,0,747,13496.894171599999,136.5,11222.105828400001,0.45
16991-01-01,PP,"2800 l/s PoolPac Unit with Dual Stage Heating and Cooling
PART A: Fans & Refrigeration
- BLDC Compressor
- Split Contruct

",2800 l/s PoolPac Unit                             ,2019-08-29,23960.0,56.0,2800.0,0,730,33145.75300130001,209.0,-9185.753001300007,-0.38
16881-02-01,ERVCO,"4000 l/s Energy Recovery Ventilator Unit
SA : 4000 l/s
OA : 4000 l/s
RA : 4000 l/s",4000 l/s Energy Recovery Ventilator Unit          ,2019-09-25,35000.0,80.0,4000.0,0,703,30924.204720499998,220.0,4075.795279500002,0.12
16881-01-01,ERVCO,10000 l/s Energy Recovery Ventilator              ,10000 l/s Energy Recovery Ventilator              ,2019-09-24,86600.0,200.0,10000.0,0,704,64836.278159600006,397.75,21763.721840399994,0.25
16983-01-01,DEHUM,"1200L/s DX Preconditioner per ALDI Spec
Complete With:
- 80% Sensible Only Heat Exchanger
- Brushless DC Inverter Compressor
- Packaged Condenser
- Stainless Steel Drain Trays
- Corrosion Treated Coils - epoxy
- EC Plug Fans
- Supply Air Volume Controller
- Controls per ALDI standard - 1 off Enthalpy sensor and 1 off remote HMI (MSSB Mounted) - enable from Daikin Timeclock.  Sensor and HMI to be fitted by mech. trade
- Deep Bed Filters
- Half Day Commissioning Assistance Incl. Travel
",ACDHUM2-D                                         ,2019-09-06,52450.0,24.0,1200.0,1,722,26467.690198,169.4,25982.309802,0.5
16957-02-01,RTP,"PAC-03
67 kW Rooftop Packaged Unit 
Inclusions:
1. EC plug fan
2. Inverter compressor
3. Enthalpy type air-air heat exchanger
",65 kW Rooftop Packaged Unit                       ,2019-09-20,58680.0,67.0,3350.0,0,708,37264.4642638,229.9,21415.5357362,0.36
17062-01-01,RTP,"125 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA: 3375 - 4045 l/s
RA to HX: 3375-4045 l/s
OA: 3375 l/s -4045 l/s
Reheat Coil: 31.4kW
Required air off: 24/18.5C
Cooling only with Re Heat
VSD Compressor
Advanced Controller",125 kW Rooftop Packaged Unit                      ,2019-09-05,75446.0,125.0,4045.0,0,723,52816.8859322,244.5,22629.1140678,0.3
17063-01-01,PP,"2000 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s
",2000 l/s PoolPac Unit                             ,2019-09-25,37278.0,40.0,2000.0,0,703,26867.488199400002,63.0,10410.511800599998,0.28
16874-01-01,RTP,"AHU-T-2.01: 1 off ACL60RCRTP
60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2400 l/s, OA : 1125 l/s, RA : 1275 l/s
Unit includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Economy Cycle (includes dampers and actuators)
-	Bypass Dampers - Can be utilised for pull-down cycle and CO2 control. Includes dampers and actuators (non-spring return type)
-	Control functionality wired to a terminal strip for control by others
-	Half day Manufacturers Commissioning Assistance
-	Freight to site
",60 kW Rooftop Packaged Unit                       ,2019-08-23,49574.0,60.0,2400.0,1,736,30469.735673400002,189.25,19104.264326599998,0.39
17081-01-01,ERVCO,"1200 l/s Energy Recovery Ventilator Unit
- HTM
- Corrosion Resistant for Pool Applicatino
- ECP Fans
- DX Coil and TX Valve to suit
- Split Contruct",1500 l/s Energy Recovery Ventilator Unit          ,2019-09-17,17192.0,24.0,1200.0,0,711,16637.894291999997,160.75,554.1057080000028,0.03
17005-01-01,RTP,"ACU-1: 1 off ACS20RCRTP - 20 kW Rooftop Packaged Unit with Reverse Cycle Heating and Cooling
SA : 1000 l/s, OA : 1000 l/s, RA : 1000 l/s
Complete with:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet - weatherproof
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes dampers and actuators (non-spring return type)
-	VSD compressor
-	Hot Gas Reheat Coil - available in staged or modulating control
-	Proprietary factory controls package
-	Half Day Manufacturers Commissioning Assistance
-	Freight to site
",20kW Rooftop Packaged Unit                        ,2019-09-12,47250.0,20.0,1000.0,0,716,26560.6309198,168.25,20689.3690802,0.44
16904-01-01,DEHUM,"ACU1
5000l/s Precise Control Packaged Unit c/w Enthalpy Heat Exchanger and Low Dewpoint Humidity control
Options included: EC plug fans
                          Economy Cycle
                          CO2 Sensor and Control
                          Advanced Controller
                          Inverter Driven Compressors
                          DX reheat coil
                          1 sided access
                          F5 bag filters
OA: 250-1300 L/s
SA: 5260 L/s
RA: 5260 L/s
",PCU-E-D 50                                        ,2019-09-12,77397.0,105.2,5260.0,1,716,68880.3268841,332.0,8516.673115900005,0.11
17083-01-01,DEHUM,"AHU-1
Low Dewpoint Precise Control Unit 2000 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Remote Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change Climasync (and sensors)
OA:  L/s
SA:  L/s
",Low Dewpoint Precise Control Unit 2000 L/s        ,2019-10-17,53980.0,40.0,2000.0,0,681,53026.61566430001,320.25,953.3843356999932,0.02
17083-01-02,DEHUM,"AHU-2
Low Dewpoint Precise Control Unit 2000 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Remote Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change Climasync (and sensors)
OA:  L/s
SA:  L/s
",Low Dewpoint Precise Control Unit 2000 L/s        ,2019-10-18,53980.0,40.0,2000.0,0,680,48779.112976300006,265.5,5200.887023699994,0.1
